Geschlecht,Alter,Kinder,Familienstand,Berufstaetig,Einkaufstag,Einkaufsuhrzeit,Wohnort,Haushaltsnettoeinkommen,Stammkunde,Einkaufssumme,Elektrowerkzeuge,Eisenwaren,Handwerkzeuge,Sanitaermaterial,Schliesstechnik,Fliesen,Farben,Armaturen,Renovierung,Elektromaterial,Baustoffe,Holz,Bodenbelag,Leuchten,Gartengeraete
w,51-60,nein,Partnerschaft,ja,Freitag,14-17 Uhr,10 - 25 km,2000-<3200,0,73,0,21,12,0,10,0,52,0,0,0,0,0,0,0,0
m,18-30,nein,Partnerschaft,nein,Freitag,12-14 Uhr,< 10 km,2000-<3200,> 5,260,160,6,0,0,0,0,0,0,0,0,94,0,0,0,0
m,51-60,nein,ledig,ja,Mittwoch,>17 Uhr,10 - 25 km,1000-<2000,> 5,277,0,4,24,0,23,0,198,0,75,0,0,0,0,0,0
m,18-30,nein,ledig,nein,Donnerstag,10-12 Uhr,< 10 km,<1000,0,75,0,0,0,0,0,0,0,0,57,0,18,0,0,0,0
m,31-40,ja,Partnerschaft,ja,Samstag,>17 Uhr,> 25 km,2000-<3200,1 bis 5,320,207,3,34,0,32,0,0,0,0,0,98,12,0,0,0
w,41-50,ja,Partnerschaft,ja,Dienstag,12-14 Uhr,10 - 25 km,2000-<3200,> 5,522,0,18,10,42,0,0,0,99,72,75,327,0,0,25,0
m,>60,ja,ledig,ja,Freitag,12-14 Uhr,< 10 km,1000-<2000,0,272,110,6,54,0,0,0,0,134,0,0,0,22,0,0,0
m,18-30,ja,Partnerschaft,ja,Montag,<10 Uhr,< 10 km,1000-<2000,1 bis 5,135,96,9,8,0,34,0,0,0,0,0,0,9,0,0,0
w,>60,ja,ledig,ja,Samstag,>17 Uhr,< 10 km,2000-<3200,> 5,449,0,0,57,39,0,67,0,0,152,0,0,42,0,0,0
m,18-30,nein,ledig,nein,Montag,10-12 Uhr,> 25 km,1000-<2000,0,151,0,0,7,144,0,96,0,354,0,0,0,0,0,0,0
w,>60,ja,Partnerschaft,nein,Samstag,14-17 Uhr,< 10 km,<1000,1 bis 5,256,0,0,0,0,0,47,0,0,117,0,92,0,0,0,0
w,31-40,ja,Partnerschaft,nein,Dienstag,14-17 Uhr,10 - 25 km,1000-<2000,1 bis 5,352,156,0,0,0,0,0,0,0,59,120,0,0,0,104,0
m,18-30,nein,ledig,ja,Donnerstag,>17 Uhr,< 10 km,1000-<2000,0,409,0,0,45,52,0,276,0,0,21,78,212,0,0,60,0
m,>60,ja,Partnerschaft,nein,Samstag,10-12 Uhr,< 10 km,2000-<3200,1 bis 5,92,0,2,10,90,36,222,0,76,0,0,0,0,0,0,0
m,51-60,nein,Partnerschaft,ja,Freitag,12-14 Uhr,< 10 km,2000-<3200,1 bis 5,117,0,0,0,48,69,0,0,0,0,0,0,0,0,0,0
w,>60,ja,Partnerschaft,ja,Dienstag,12-14 Uhr,10 - 25 km,3200-<4500,1 bis 5,358,202,0,42,20,0,0,0,318,94,0,0,0,0,0,0
m,31-40,nein,Partnerschaft,nein,Montag,10-12 Uhr,10 - 25 km,3200-<4500,1 bis 5,308,0,24,0,80,0,0,0,126,204,0,0,0,0,0,0
w,18-30,nein,Partnerschaft,ja,Samstag,>17 Uhr,> 25 km,1000-<2000,0,122,0,16,10,0,54,0,0,0,0,106,0,0,0,20,0
m,18-30,nein,ledig,nein,Dienstag,>17 Uhr,< 10 km,1000-<2000,> 5,119,0,0,0,0,0,0,29,0,0,0,0,90,0,0,0
w,>60,ja,ledig,nein,Samstag,>17 Uhr,< 10 km,>4500,0,478,0,0,0,52,0,53,0,69,120,96,0,0,0,0,0
w,18-30,ja,ledig,ja,Samstag,>17 Uhr,< 10 km,3200-<4500,> 5,142,52,0,6,84,0,127,0,0,0,0,0,0,0,0,0
m,41-50,ja,Partnerschaft,nein,Samstag,12-14 Uhr,10 - 25 km,1000-<2000,1 bis 5,253,0,1,0,0,0,0,153,0,0,0,0,3,96,0,0
m,31-40,nein,Partnerschaft,ja,Dienstag,<10 Uhr,< 10 km,3200-<4500,> 5,121,0,0,0,0,27,0,0,0,0,0,28,66,0,0,0
m,31-40,nein,ledig,ja,Freitag,>17 Uhr,> 25 km,3200-<4500,1 bis 5,174,0,21,12,0,34,0,0,0,0,0,0,87,0,48,0
w,>60,nein,Partnerschaft,ja,Freitag,14-17 Uhr,10 - 25 km,>4500,0,47,0,9,21,26,48,0,0,0,0,0,0,12,0,0,0
m,>60,ja,ledig,nein,Dienstag,12-14 Uhr,10 - 25 km,<1000,> 5,216,117,21,30,0,0,0,0,0,0,60,0,0,0,24,0
m,31-40,nein,Partnerschaft,ja,Freitag,>17 Uhr,< 10 km,1000-<2000,> 5,65,0,15,7,0,24,0,0,0,0,0,0,0,0,50,0
m,18-30,nein,ledig,nein,Freitag,12-14 Uhr,10 - 25 km,2000-<3200,> 5,8,0,8,21,0,49,0,0,0,0,0,0,0,0,0,0
m,18-30,ja,Partnerschaft,ja,Dienstag,10-12 Uhr,< 10 km,1000-<2000,1 bis 5,252,0,0,21,0,0,0,0,0,231,0,0,0,0,0,0
m,>60,nein,ledig,ja,Donnerstag,>17 Uhr,10 - 25 km,1000-<2000,> 5,126,0,12,18,0,29,0,0,0,0,0,114,0,0,0,0
m,31-40,nein,ledig,ja,Dienstag,<10 Uhr,< 10 km,<1000,1 bis 5,390,0,16,0,0,20,0,0,0,276,93,95,0,0,0,0
w,>60,ja,Partnerschaft,ja,Donnerstag,14-17 Uhr,< 10 km,2000-<3200,1 bis 5,361,0,3,30,0,36,0,0,0,0,0,348,0,0,0,0
w,51-60,nein,Partnerschaft,ja,Samstag,>17 Uhr,< 10 km,1000-<2000,1 bis 5,344,0,3,18,114,62,47,0,138,55,49,178,0,0,13,0
m,31-40,nein,ledig,nein,Dienstag,<10 Uhr,> 25 km,<1000,0,81,0,10,0,0,132,0,0,0,0,0,0,32,0,0,0
m,41-50,nein,ledig,nein,Montag,>17 Uhr,10 - 25 km,2000-<3200,1 bis 5,249,96,0,15,0,0,0,0,0,60,96,0,42,0,21,0
w,>60,nein,Partnerschaft,nein,Freitag,14-17 Uhr,< 10 km,3200-<4500,> 5,342,0,0,0,0,0,0,0,0,15,0,0,0,327,0,0
m,41-50,ja,Partnerschaft,ja,Freitag,14-17 Uhr,< 10 km,1000-<2000,> 5,123,0,5,13,40,92,264,0,0,0,78,0,0,0,6,0
m,31-40,nein,ledig,ja,Donnerstag,10-12 Uhr,< 10 km,2000-<3200,> 5,160,0,0,0,0,0,0,0,0,0,0,0,42,118,0,0
m,31-40,nein,ledig,ja,Montag,12-14 Uhr,< 10 km,1000-<2000,0,123,0,8,48,58,0,32,0,164,0,0,0,57,0,0,0
m,31-40,ja,ledig,nein,Samstag,10-12 Uhr,> 25 km,1000-<2000,1 bis 5,384,54,0,24,0,0,0,0,0,246,66,0,0,0,78,0
m,>60,ja,ledig,ja,Samstag,>17 Uhr,10 - 25 km,>4500,0,309,0,0,0,0,0,0,0,0,6,99,162,0,0,120,0
w,41-50,ja,ledig,ja,Samstag,14-17 Uhr,< 10 km,1000-<2000,> 5,149,0,4,0,0,11,0,0,113,150,32,0,0,0,27,0
w,18-30,nein,Partnerschaft,ja,Freitag,>17 Uhr,< 10 km,1000-<2000,0,308,0,18,33,0,0,0,0,0,160,46,97,0,0,0,0
w,>60,nein,Partnerschaft,nein,Dienstag,<10 Uhr,10 - 25 km,<1000,1 bis 5,127,0,0,0,0,0,0,0,0,0,0,0,0,28,99,0
w,31-40,nein,ledig,ja,Samstag,>17 Uhr,< 10 km,3200-<4500,1 bis 5,143,0,0,0,84,0,204,0,156,140,32,0,0,0,54,0
m,>60,nein,Partnerschaft,nein,Montag,12-14 Uhr,< 10 km,1000-<2000,> 5,410,112,10,2,0,0,0,0,0,135,0,0,0,0,0,153
m,41-50,nein,Partnerschaft,nein,Freitag,12-14 Uhr,< 10 km,<1000,1 bis 5,181,0,18,36,86,56,110,0,0,0,0,0,0,64,0,0
w,51-60,ja,ledig,ja,Mittwoch,>17 Uhr,< 10 km,1000-<2000,> 5,194,0,9,20,0,29,0,0,0,21,0,164,0,0,0,0
m,18-30,ja,ledig,nein,Freitag,<10 Uhr,< 10 km,1000-<2000,> 5,600,120,8,42,48,102,60,0,57,0,44,135,0,0,46,0
m,>60,nein,Partnerschaft,ja,Samstag,>17 Uhr,10 - 25 km,2000-<3200,1 bis 5,612,0,0,6,54,0,52,0,64,0,0,552,0,0,0,0
w,31-40,nein,ledig,ja,Montag,14-17 Uhr,< 10 km,1000-<2000,> 5,405,0,6,0,92,27,0,0,134,0,0,228,25,24,0,0
w,41-50,ja,Partnerschaft,ja,Samstag,14-17 Uhr,< 10 km,3200-<4500,> 5,173,0,4,5,0,54,0,0,0,0,0,77,0,0,0,56
m,18-30,ja,ledig,ja,Freitag,14-17 Uhr,10 - 25 km,2000-<3200,> 5,36,0,0,0,36,0,0,0,113,0,0,0,0,0,0,0
m,>60,ja,ledig,ja,Montag,>17 Uhr,> 25 km,<1000,> 5,631,0,12,33,40,84,232,12,24,45,0,522,0,0,0,0
w,18-30,nein,ledig,ja,Freitag,12-14 Uhr,10 - 25 km,1000-<2000,1 bis 5,543,0,12,9,0,0,354,0,0,0,0,0,0,177,0,0
w,51-60,ja,Partnerschaft,ja,Freitag,>17 Uhr,< 10 km,>4500,1 bis 5,309,0,0,0,114,0,90,0,159,0,0,167,0,0,28,0
w,>60,nein,ledig,ja,Freitag,10-12 Uhr,> 25 km,1000-<2000,0,90,0,0,21,69,0,0,0,192,0,0,0,0,0,0,0
m,18-30,ja,Partnerschaft,ja,Donnerstag,>17 Uhr,< 10 km,1000-<2000,0,546,147,0,0,34,111,0,92,291,0,162,0,0,0,57,0
m,18-30,ja,Partnerschaft,ja,Samstag,10-12 Uhr,10 - 25 km,2000-<3200,1 bis 5,492,80,0,0,0,0,0,0,0,0,174,0,0,0,0,238
m,18-30,ja,ledig,ja,Freitag,10-12 Uhr,10 - 25 km,2000-<3200,1 bis 5,226,0,0,0,0,0,0,0,0,26,96,0,0,0,21,0
w,31-40,nein,Partnerschaft,ja,Montag,10-12 Uhr,< 10 km,2000-<3200,0,237,0,0,24,27,0,240,0,70,51,183,0,0,0,66,0
m,41-50,ja,ledig,ja,Samstag,10-12 Uhr,< 10 km,>4500,> 5,316,0,16,8,33,84,130,0,0,0,57,210,0,0,27,0
m,51-60,ja,ledig,ja,Freitag,14-17 Uhr,< 10 km,1000-<2000,0,197,0,5,33,0,31,0,0,0,158,114,0,0,0,0,0
m,>60,ja,ledig,nein,Mittwoch,>17 Uhr,> 25 km,3200-<4500,0,408,0,15,1,0,78,0,0,0,98,171,204,0,0,0,0
w,>60,ja,Partnerschaft,ja,Montag,10-12 Uhr,< 10 km,1000-<2000,1 bis 5,116,0,0,1,0,0,0,0,0,56,0,0,0,0,0,59
m,41-50,ja,Partnerschaft,nein,Samstag,10-12 Uhr,10 - 25 km,2000-<3200,> 5,934,0,0,39,21,0,60,0,0,0,0,234,102,0,0,334
m,18-30,ja,Partnerschaft,nein,Samstag,10-12 Uhr,< 10 km,<1000,> 5,141,0,14,0,38,15,0,0,112,0,0,89,0,0,0,0
m,31-40,ja,Partnerschaft,nein,Samstag,10-12 Uhr,< 10 km,1000-<2000,1 bis 5,153,0,0,0,0,0,0,0,0,150,70,0,14,0,20,0
m,>60,nein,ledig,ja,Samstag,12-14 Uhr,> 25 km,2000-<3200,0,19,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0
m,18-30,ja,Partnerschaft,nein,Freitag,14-17 Uhr,< 10 km,2000-<3200,> 5,359,0,18,21,39,30,0,0,62,0,58,0,0,0,86,85
w,31-40,ja,ledig,ja,Freitag,10-12 Uhr,10 - 25 km,3200-<4500,> 5,298,0,8,7,12,90,61,47,210,59,41,0,88,0,0,0
m,>60,ja,Partnerschaft,ja,Dienstag,>17 Uhr,10 - 25 km,2000-<3200,1 bis 5,208,0,0,0,0,0,0,0,0,58,116,92,0,0,0,0
w,>60,nein,ledig,nein,Donnerstag,12-14 Uhr,< 10 km,<1000,> 5,722,363,12,0,0,0,0,0,0,6,158,77,0,112,24,0
m,31-40,nein,ledig,ja,Dienstag,14-17 Uhr,< 10 km,1000-<2000,> 5,551,0,2,8,51,52,0,0,153,108,56,0,26,0,0,254
w,18-30,nein,Partnerschaft,ja,Freitag,>17 Uhr,< 10 km,2000-<3200,> 5,352,0,2,34,0,108,0,0,0,76,0,164,0,95,0,0
m,>60,ja,Partnerschaft,nein,Montag,>17 Uhr,10 - 25 km,1000-<2000,> 5,675,160,30,1,88,20,112,0,103,267,35,196,0,0,117,0
w,18-30,ja,Partnerschaft,ja,Freitag,>17 Uhr,< 10 km,3200-<4500,> 5,509,114,18,9,0,38,0,0,0,66,0,261,45,0,0,0
w,31-40,nein,ledig,nein,Freitag,>17 Uhr,< 10 km,1000-<2000,> 5,119,0,0,0,42,0,246,0,177,77,0,0,0,0,0,0
m,51-60,nein,Partnerschaft,nein,Montag,<10 Uhr,< 10 km,1000-<2000,1 bis 5,312,0,18,19,0,12,0,0,0,0,0,294,0,0,0,0
w,>60,nein,Partnerschaft,nein,Freitag,>17 Uhr,10 - 25 km,>4500,> 5,389,46,0,2,108,35,0,0,0,138,0,0,0,0,0,0
m,41-50,nein,ledig,ja,Montag,12-14 Uhr,< 10 km,1000-<2000,1 bis 5,546,213,0,0,0,0,0,0,153,52,0,128,0,0,0,0
w,41-50,nein,ledig,ja,Freitag,>17 Uhr,< 10 km,>4500,0,1385,267,5,15,123,0,65,0,160,0,0,408,0,198,0,188
m,51-60,nein,Partnerschaft,ja,Samstag,>17 Uhr,10 - 25 km,1000-<2000,> 5,947,0,12,9,99,28,51,0,75,0,0,381,0,297,0,158
w,31-40,nein,ledig,ja,Samstag,14-17 Uhr,< 10 km,1000-<2000,0,146,27,0,0,0,0,0,0,0,10,63,0,30,0,0,0
m,51-60,nein,Partnerschaft,nein,Freitag,>17 Uhr,< 10 km,1000-<2000,0,227,0,8,28,0,0,0,0,0,140,0,0,36,0,30,0
m,18-30,ja,ledig,ja,Freitag,<10 Uhr,10 - 25 km,2000-<3200,1 bis 5,98,0,7,21,0,44,0,32,0,0,26,0,0,0,66,0
w,31-40,nein,ledig,nein,Donnerstag,12-14 Uhr,10 - 25 km,<1000,0,87,0,15,0,0,93,0,0,0,58,0,0,14,0,0,0
m,18-30,ja,ledig,ja,Freitag,12-14 Uhr,< 10 km,1000-<2000,> 5,78,0,24,8,29,27,192,0,0,0,0,0,25,0,0,0
m,18-30,nein,Partnerschaft,nein,Freitag,>17 Uhr,< 10 km,2000-<3200,> 5,387,0,4,16,0,28,0,130,0,0,53,182,18,0,66,0
m,>60,ja,ledig,ja,Samstag,<10 Uhr,10 - 25 km,3200-<4500,> 5,177,0,3,60,18,36,18,0,0,53,40,0,20,0,52,0
w,18-30,nein,ledig,ja,Mittwoch,>17 Uhr,< 10 km,>4500,> 5,665,0,21,22,7,58,56,0,0,0,102,272,0,0,72,171
m,41-50,nein,ledig,nein,Dienstag,>17 Uhr,10 - 25 km,>4500,0,445,40,6,0,16,42,10,0,0,0,96,190,5,0,31,0
m,18-30,nein,Partnerschaft,ja,Montag,10-12 Uhr,> 25 km,3200-<4500,0,166,114,0,0,52,0,0,0,0,0,0,0,0,0,0,0
w,31-40,ja,Partnerschaft,nein,Samstag,10-12 Uhr,> 25 km,3200-<4500,1 bis 5,413,106,0,5,78,0,0,0,164,123,44,0,0,0,0,0
m,41-50,nein,ledig,ja,Samstag,10-12 Uhr,< 10 km,2000-<3200,0,803,39,0,0,64,0,0,47,120,13,49,408,72,0,52,0
m,18-30,nein,Partnerschaft,ja,Freitag,<10 Uhr,< 10 km,1000-<2000,> 5,198,0,0,0,0,0,0,0,0,0,0,198,0,0,0,0
w,51-60,nein,Partnerschaft,ja,Samstag,<10 Uhr,10 - 25 km,2000-<3200,> 5,387,0,6,8,0,0,0,0,69,0,0,162,48,0,0,0
w,31-40,ja,Partnerschaft,ja,Dienstag,12-14 Uhr,10 - 25 km,1000-<2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
m,41-50,ja,Partnerschaft,ja,Samstag,<10 Uhr,10 - 25 km,3200-<4500,0,108,44,0,8,36,20,0,0,255,0,0,0,0,0,0,0
m,18-30,ja,ledig,ja,Freitag,>17 Uhr,< 10 km,2000-<3200,0,216,84,6,66,60,42,0,0,0,0,0,0,0,0,66,0
m,18-30,nein,Partnerschaft,nein,Freitag,10-12 Uhr,< 10 km,2000-<3200,0,189,0,0,0,81,0,0,0,327,108,0,0,0,0,0,0
w,>60,ja,Partnerschaft,nein,Dienstag,14-17 Uhr,10 - 25 km,1000-<2000,> 5,276,0,0,0,33,0,0,0,408,51,204,0,0,0,22,0
m,18-30,nein,ledig,nein,Dienstag,12-14 Uhr,> 25 km,2000-<3200,> 5,115,0,3,12,0,11,0,0,0,0,0,93,19,0,0,0
m,18-30,ja,ledig,ja,Mittwoch,>17 Uhr,10 - 25 km,1000-<2000,0,184,18,0,0,36,0,156,0,48,0,70,0,0,0,14,0
w,18-30,nein,ledig,ja,Montag,>17 Uhr,< 10 km,3200-<4500,> 5,435,0,0,0,51,10,396,0,0,49,28,298,48,0,0,0
w,31-40,ja,Partnerschaft,ja,Freitag,12-14 Uhr,10 - 25 km,<1000,> 5,35,0,7,2,0,66,0,0,0,0,0,28,0,0,0,0
m,31-40,nein,ledig,nein,Freitag,10-12 Uhr,< 10 km,1000-<2000,> 5,148,0,0,13,0,0,0,0,0,0,0,126,9,0,0,0
m,31-40,ja,ledig,ja,Montag,12-14 Uhr,10 - 25 km,3200-<4500,0,372,0,0,8,0,0,0,0,90,0,92,182,0,0,69,0
m,>60,ja,Partnerschaft,ja,Montag,<10 Uhr,< 10 km,<1000,1 bis 5,250,0,15,0,0,88,0,0,100,0,135,0,0,0,48,0
m,41-50,ja,Partnerschaft,ja,Mittwoch,14-17 Uhr,< 10 km,3200-<4500,> 5,255,70,0,45,0,16,0,0,0,124,0,0,0,0,0,0
m,31-40,ja,ledig,ja,Montag,12-14 Uhr,10 - 25 km,1000-<2000,0,113,0,0,30,0,0,28,0,0,20,55,0,0,0,52,0
w,18-30,ja,Partnerschaft,ja,Montag,>17 Uhr,< 10 km,1000-<2000,0,214,54,0,0,0,0,0,0,104,0,0,56,0,0,0,0
m,51-60,nein,Partnerschaft,ja,Montag,12-14 Uhr,< 10 km,2000-<3200,1 bis 5,43,0,10,0,0,6,0,0,0,0,0,0,0,0,0,0
w,41-50,nein,ledig,nein,Samstag,>17 Uhr,< 10 km,<1000,1 bis 5,259,0,2,6,0,0,171,0,0,111,27,43,0,0,105,0
m,31-40,ja,ledig,ja,Dienstag,12-14 Uhr,< 10 km,<1000,0,188,0,12,7,84,0,126,66,0,0,0,0,26,0,0,0
w,18-30,ja,Partnerschaft,ja,Dienstag,12-14 Uhr,< 10 km,1000-<2000,> 5,339,166,0,30,0,0,0,0,0,66,72,0,0,0,69,0
m,31-40,nein,Partnerschaft,nein,Freitag,>17 Uhr,< 10 km,1000-<2000,0,65,51,0,0,0,0,0,0,0,0,0,0,14,0,0,0
w,18-30,ja,Partnerschaft,ja,Samstag,>17 Uhr,10 - 25 km,>4500,> 5,681,0,5,0,90,46,140,0,350,64,102,208,0,0,21,198
m,51-60,ja,Partnerschaft,nein,Montag,14-17 Uhr,< 10 km,>4500,1 bis 5,323,204,5,13,0,0,0,0,0,0,0,0,102,0,0,0
m,51-60,ja,ledig,nein,Donnerstag,14-17 Uhr,< 10 km,3200-<4500,> 5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
m,51-60,nein,Partnerschaft,ja,Samstag,14-17 Uhr,10 - 25 km,2000-<3200,0,35,0,0,0,0,0,0,0,0,116,35,0,0,0,52,0
w,18-30,nein,Partnerschaft,nein,Montag,10-12 Uhr,< 10 km,<1000,1 bis 5,304,47,36,8,52,25,0,0,0,0,0,0,4,0,0,165
m,31-40,ja,ledig,ja,Samstag,12-14 Uhr,< 10 km,3200-<4500,0,48,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0
w,41-50,nein,ledig,ja,Dienstag,14-17 Uhr,> 25 km,<1000,0,568,261,18,0,0,102,0,0,90,11,21,178,0,0,42,0
m,51-60,nein,Partnerschaft,nein,Montag,12-14 Uhr,< 10 km,2000-<3200,> 5,134,20,20,9,14,30,111,0,92,0,0,0,8,0,0,72
m,18-30,nein,ledig,nein,Freitag,10-12 Uhr,< 10 km,3200-<4500,> 5,281,0,0,0,74,23,45,0,0,130,0,0,54,0,0,0
m,31-40,nein,ledig,ja,Dienstag,12-14 Uhr,10 - 25 km,2000-<3200,1 bis 5,148,126,6,15,16,0,0,0,0,0,0,0,0,0,0,0
m,41-50,nein,ledig,ja,Freitag,<10 Uhr,< 10 km,1000-<2000,> 5,156,0,0,0,156,0,0,0,33,0,0,0,0,0,0,0
m,41-50,nein,Partnerschaft,ja,Montag,10-12 Uhr,< 10 km,>4500,1 bis 5,107,61,0,0,34,0,267,0,39,261,12,0,0,0,96,0
m,>60,ja,Partnerschaft,ja,Montag,14-17 Uhr,< 10 km,2000-<3200,1 bis 5,304,0,18,0,72,99,0,0,0,95,180,0,0,0,31,0
m,51-60,nein,Partnerschaft,ja,Montag,14-17 Uhr,< 10 km,2000-<3200,1 bis 5,77,0,0,0,52,0,34,0,0,150,10,0,15,0,56,0
m,51-60,nein,ledig,ja,Samstag,<10 Uhr,> 25 km,1000-<2000,1 bis 5,96,0,12,18,75,0,300,0,141,0,0,0,0,0,0,0
m,>60,nein,ledig,ja,Montag,12-14 Uhr,10 - 25 km,1000-<2000,> 5,273,170,15,0,0,75,0,0,0,84,88,0,0,0,25,0
m,18-30,nein,Partnerschaft,ja,Samstag,>17 Uhr,< 10 km,3200-<4500,> 5,202,0,3,21,75,93,297,0,118,108,0,0,0,0,0,0
w,>60,nein,ledig,ja,Samstag,10-12 Uhr,10 - 25 km,<1000,> 5,142,0,12,0,45,0,0,0,356,46,58,0,0,0,45,0
m,31-40,nein,Partnerschaft,ja,Samstag,>17 Uhr,< 10 km,2000-<3200,> 5,87,0,0,27,0,0,0,0,0,0,0,0,0,0,60,0
m,41-50,ja,ledig,ja,Donnerstag,14-17 Uhr,< 10 km,>4500,1 bis 5,156,0,0,54,102,0,0,0,0,0,0,0,0,0,0,0
m,41-50,nein,ledig,ja,Mittwoch,>17 Uhr,10 - 25 km,<1000,0,57,0,9,51,48,0,142,0,180,0,0,0,0,0,0,0
m,41-50,ja,ledig,nein,Donnerstag,10-12 Uhr,< 10 km,>4500,1 bis 5,161,31,18,1,0,18,0,0,0,0,0,52,60,0,0,0
m,51-60,nein,ledig,ja,Montag,14-17 Uhr,< 10 km,1000-<2000,1 bis 5,130,0,0,0,0,0,0,0,0,255,130,0,0,0,35,0
w,>60,nein,ledig,ja,Mittwoch,10-12 Uhr,< 10 km,2000-<3200,1 bis 5,37,0,4,8,0,0,0,0,0,0,0,21,0,0,0,0
w,18-30,nein,ledig,ja,Samstag,<10 Uhr,10 - 25 km,2000-<3200,1 bis 5,312,0,0,0,0,0,0,0,0,0,0,312,0,0,0,0
w,41-50,ja,ledig,ja,Freitag,14-17 Uhr,< 10 km,1000-<2000,> 5,490,0,0,0,0,0,0,0,202,165,126,162,0,0,0,0
m,18-30,nein,ledig,ja,Samstag,14-17 Uhr,10 - 25 km,2000-<3200,1 bis 5,298,20,12,54,90,21,10,156,291,0,0,0,20,0,0,0
w,>60,ja,Partnerschaft,ja,Mittwoch,12-14 Uhr,< 10 km,<1000,0,169,0,6,0,93,26,0,42,402,28,0,0,0,0,0,0
m,31-40,ja,ledig,ja,Montag,10-12 Uhr,< 10 km,1000-<2000,> 5,482,0,18,0,0,23,0,0,250,0,0,214,0,0,0,0
w,41-50,ja,ledig,nein,Samstag,14-17 Uhr,10 - 25 km,>4500,1 bis 5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
m,51-60,nein,Partnerschaft,nein,Freitag,14-17 Uhr,< 10 km,2000-<3200,0,139,41,7,0,0,0,30,0,0,11,29,0,0,0,30,0
w,31-40,nein,Partnerschaft,nein,Freitag,14-17 Uhr,10 - 25 km,1000-<2000,1 bis 5,121,86,5,6,30,0,104,0,0,0,0,0,0,0,0,0
m,18-30,nein,Partnerschaft,ja,Montag,12-14 Uhr,10 - 25 km,2000-<3200,0,712,0,0,0,0,0,0,0,97,0,0,483,58,0,74,0
m,>60,nein,ledig,nein,Freitag,<10 Uhr,< 10 km,3200-<4500,> 5,521,195,10,12,123,105,84,0,14,53,0,80,60,0,0,0
w,31-40,nein,Partnerschaft,nein,Freitag,10-12 Uhr,< 10 km,>4500,> 5,117,0,0,39,0,0,78,0,0,0,0,0,0,0,0,0
m,31-40,nein,Partnerschaft,ja,Dienstag,10-12 Uhr,< 10 km,<1000,> 5,365,0,0,0,0,0,0,0,0,43,0,300,0,0,22,0
w,18-30,nein,ledig,nein,Samstag,<10 Uhr,10 - 25 km,2000-<3200,1 bis 5,577,366,0,0,22,0,92,78,224,0,0,99,12,0,0,0
m,31-40,nein,ledig,ja,Mittwoch,<10 Uhr,10 - 25 km,1000-<2000,> 5,126,52,5,14,0,38,0,0,0,74,59,0,0,10,30,0
w,31-40,nein,Partnerschaft,ja,Mittwoch,>17 Uhr,10 - 25 km,2000-<3200,1 bis 5,352,184,2,0,84,44,150,0,0,96,52,0,30,0,90,0
w,31-40,ja,ledig,ja,Freitag,10-12 Uhr,< 10 km,2000-<3200,1 bis 5,24,0,16,0,0,16,0,0,0,0,0,0,0,0,0,0
m,>60,ja,ledig,ja,Freitag,14-17 Uhr,> 25 km,1000-<2000,1 bis 5,258,0,0,0,138,57,126,0,0,0,0,0,63,0,0,0
m,>60,nein,Partnerschaft,ja,Mittwoch,>17 Uhr,< 10 km,<1000,0,379,153,18,14,60,0,165,0,0,69,0,65,14,0,0,0
m,>60,nein,Partnerschaft,ja,Dienstag,<10 Uhr,10 - 25 km,2000-<3200,> 5,236,0,3,19,0,0,65,0,0,0,0,108,0,0,0,0
w,18-30,ja,Partnerschaft,ja,Dienstag,<10 Uhr,10 - 25 km,1000-<2000,0,215,0,0,0,0,0,0,0,17,198,0,0,0,0,0,0
m,>60,nein,ledig,ja,Dienstag,10-12 Uhr,> 25 km,>4500,> 5,65,0,0,9,0,0,0,0,0,63,56,0,0,0,0,0
w,>60,nein,Partnerschaft,ja,Montag,10-12 Uhr,10 - 25 km,1000-<2000,1 bis 5,470,0,7,30,0,0,0,0,0,0,0,372,66,0,25,0
w,51-60,nein,ledig,ja,Mittwoch,14-17 Uhr,10 - 25 km,>4500,0,359,0,1,0,28,0,52,0,83,231,0,0,38,0,0,0
w,>60,ja,Partnerschaft,ja,Dienstag,14-17 Uhr,10 - 25 km,1000-<2000,0,104,0,0,0,0,0,0,0,0,0,0,104,0,0,0,0
w,18-30,ja,Partnerschaft,ja,Mittwoch,10-12 Uhr,< 10 km,>4500,1 bis 5,494,0,24,51,0,117,0,0,0,130,0,303,13,0,0,0
w,31-40,nein,ledig,nein,Samstag,12-14 Uhr,< 10 km,1000-<2000,0,85,0,5,16,17,29,96,0,0,0,0,0,0,0,63,0
m,18-30,nein,ledig,ja,Dienstag,>17 Uhr,< 10 km,3200-<4500,1 bis 5,769,114,2,0,0,76,0,108,0,34,117,47,0,345,7,0
m,18-30,nein,Partnerschaft,ja,Samstag,14-17 Uhr,< 10 km,2000-<3200,> 5,407,0,0,0,0,0,0,0,0,240,114,160,43,0,0,0
m,18-30,ja,Partnerschaft,nein,Samstag,<10 Uhr,< 10 km,1000-<2000,> 5,15,0,15,0,0,57,0,0,0,0,0,0,0,0,0,0
